{'CALIB_RAW_DAC_START_I': 327680, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 8, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
-3DAC,-3D34,-3DF4
-1B6B2,-1B8BA,-1B799
-3E56,-3C1B,-3D18
-1B65B,-1B653,-1B719
-3F04,-3DB9,-3C53
-1B6DC,-1B6A1,-1B8CE
-3CDA,-3C41,-3D13
-1B535,-1B6C0,-1B704
-3D6D,-3B75,-3CDF
-1B5F7,-1B794,-1B646
-3D01,-3ADD,-3B57
-1B69B,-1B61F,-1B5B2
-3C13,-3B66,-3A2B
-1B61A,-1B6E9,-1B6B9
-3960,-39D5,-3904
-1B405,-1B436,-1B320
-3A9E,-3BE0,-3A7B
-1B5D4,-1B4AC,-1B3D2
-39CD,-3AE4,-3BDA
-1B5C8,-1B7C6,-1B665
-3A93,-3AFB,-3B3C
-1B400,-1B5EB,-1B616
-38D7,-3AB5,-3ACE
-1B3F5,-1B2E0,-1B2BC
-3B3A,-392D,-38CB
-1B4F5,-1B504,-1B549
-3A91,-37CA,-3823
-1B398,-1B32F,-1B231
-39E5,-3831,-382C
-1B177,-1B264,-1B1CA
-387A,-37A8,-3705
-1B3BF,-1B49B,-1B3D5
-38BE,-3922,-39C1
-1B2A1,-1B36A,-1B25B
-3AAF,-3A60,-3875
-1B304,-1B2C3,-1B198
-37D5,-372C,-37A6
-1B19C,-1B146,-1B1F2
-358B,-36E7,-36FC
-1B1B7,-1B292,-1B2FE
-372B,-38C7,-3591
-1B272,-1B247,-1B288
-3757,-3589,-3607
-1B307,-1B363,-1B1B3
-3740,-3684,-3837
-1B335,-1B256,-1B2E9
-3A22,-382D,-385D
-1B414,-1B4F6,-1B471
-38CB,-3905,-37BF
-1B474,-1B567,-1B668
-3B3E,-3ADC,-3ADF
-1B4C5,-1B380,-1B207
-38D6,-38C7,-3CB6
-1B393,-1B570,-1B3AA
-3849,-3962,-3919
-1B4A9,-1B388,-1B4F0
-39C8,-388A,-3B14
-1B3F4,-1B382,-1B584
-3B65,-3993,-3A46
-1B531,-1B589,-1B4E3
-3972,-38A5,-37E2
-1B30B,-1B2EC,-1B21A
-398F,-3942,-38AF
-1B478,-1B38D,-1B434
-3A14,-3A70,-3A94
-1B4A9,-1B35A,-1B427
-3BDC,-38AD,-3A3E
-1B2E4,-1B2E9,-1B464
-397D,-3A48,-37F6
-1B449,-1B4C9,-1B49F
-3944,-3B39,-378B
-1B2F4,-1B2BA,-1B309
-3936,-3925,-394D
-1B456,-1B35F,-1B455
-396F,-3A3B,-3936
-1B4A1,-1B569,-1B504
-3AE0,-3A9D,-3C07
-1B679,-1B65D,-1B57F
-2D46,-2D8A,-2D9D
-1E596,-1E6D7,-1E784
-6DBB,-6C3E,-6B53
-1E5BA,-1E7C8,-1E62C
-6944,-68D0,-6B0C
-1E4ED,-1E4F6,-1E4C3
-6A18,-6CE5,-6B4C
-1E509,-1E741,-1E5AD
-6A8F,-6B2D,-6B96
-1E372,-1E4BE,-1E3FE
-6B59,-6820,-6A3E
-1E46E,-1E4EE,-1E5E1
-6A09,-6A52,-6951
-1E68C,-1E4B1,-1E51B
-69D5,-6B7D,-6C90
-1E64F,-1E5E5,-1E5A9
-6B17,-6A91,-6A88
-1E5C8,-1E583,-1E5D4
-6ACC,-6C05,-6A20
-1E588,-1E716,-1E475
-6A4B,-6A44,-69EC
-1E771,-1E3B3,-1E5A6
-6B8E,-6AA5,-69D9
-1E3AE,-1E392,-1E516
-6B46,-6A4C,-69FB
-1E4E3,-1E418,-1E6A1
-6A2B,-6BA4,-6AD1
-1E56A,-1E719,-1E5A2
-68D2,-694A,-6A74
-1E3D9,-1E440,-1E481
-6999,-6BB0,-6B04
-1E5EB,-1E474,-1E4C6
-6E18,-6BF3,-6AEA
-1E6FC,-1E823,-1E6DF
-6C19,-6A68,-6BF8
-1E5C0,-1E5D7,-1E525
-6DC2,-6BD5,-6A61
-1E609,-1E9C6,-1E4FF
-6D2C,-6BE1,-6BE5
-1E6AE,-1E6DC,-1E5D7
-6BAE,-6BA4,-6A09
-1E52A,-1E487,-1E523
-6B7C,-6A53,-6B9E
-1E4C8,-1E71E,-1E78E
-6C8C,-6C34,-6E1D
-1E793,-1E7FC,-1E5ED
-6C90,-6A14,-69AB
-1E4E3,-1E296,-1E696
-6A5E,-6A49,-6A35
-1E4A8,-1E543,-1E5BF
-6AD5,-6B37,-6A0C
-1E533,-1E4AD,-1E414
-6AFD,-6A17,-69D8
-1E337,-1E409,-1E4F8
-6B03,-6A8D,-6BF4
-1E3E4,-1E3E0,-1E5DC
-6AD5,-6A45,-6BDE
-1E431,-1E678,-1E52A
-69C5,-690E,-6829
-1E583,-1E460,-1E472
-6A61,-6B93,-6881
-1E4E3,-1E650,-1E416
-6981,-6A7E,-6BC0
-1E408,-1E462,-1E54F
-6888,-6712,-687C
-1E1CF,-1E2B9,-1E32B
-67E1,-6867,-682D
-1E26C,-1E186,-1E371
-67C7,-65F0,-690C
-1E2AA,-1E195,-1E091
-678C,-66CD,-6659
-1E0C0,-1E10D,-1E034
-663E,-66E7,-6798
-1E20E,-1E29C,-1E099
-6735,-6710,-656C
-1E041,-1E102,-1E094
-672C,-67C6,-6753
-1E1EB,-1DFC4,-1E0D9
-6753,-6629,-666E
-1DFF9,-1E0F1,-1E388
-64E5,-6639,-678E
-1E238,-1E2B6,-1E334
-64BF,-6877,-6745
-1E280,-1E367,-1E2B3
-6616,-66FA,-6648
-1E289,-1E0BF,-1DF92
-68C9,-690B,-68AE
-1E15B,-1E035,-1E15D
-66D8,-6755,-6694
-1E116,-1E05B,-1E025
-680C,-65BF,-6589
-1E0A0,-1DE27,-1DFCC
-6517,-6688,-6571
-1E1FF,-1E272,-1E0D5
-6496,-658E,-653C
-1DE93,-1DFB6,-1DFD7
-6760,-67AD,-6652
-1E015,-1DF9B,-1E39E
-671C,-65F2,-665E
-1E20C,-1E162,-1E0FE
-6633,-66B6,-65FA
-1DEB7,-1DEE9,-1DF0A
-65CB,-65BB,-66C8
-1E207,-1E1A8,-1E249
-6475,-6552,-66C4
-1DEFF,-1E115,-1DECB
-66BC,-6580,-6571
-1E1F0,-1E1EF,-1E1CA
-66F6,-6649,-6472
-1E18A,-1E2B4,-1E1A6
-66B9,-6634,-6806
-1DF61,-1E0ED,-1E0CA
-63C9,-6558,-6630
-1E1D6,-1E29C,-1E0FB
-669D,-6683,-65DB
-1E177,-1E142,-1E0FE
-6652,-6713,-670D
-1E2D8,-1E06A,-1E0F8
-6695,-665A,-66CD
-1E0A6,-1E188,-1E14F
-670C,-66FA,-6692
-1E241,-1E2C1,-1E1A1
-6744,-6989,-6763
-1E053,-1E153,-1E402
-677D,-6710,-66E0
-1E0E8,-1DF4A,-1E1A3
-6748,-65BF,-6782
-1E21D,-1E079,-1E247
-6FA6,-6FE1,-6F66
-1DBF9,-1DE7F,-1DD1F
-62AA,-61DE,-63FF
-1DDDF,-1DCD6,-1DD08
-62F7,-644B,-6465
-1DE08,-1DD07,-1DC9F
-6278,-637D,-6171
-1DD8C,-1DC65,-1DE75
-62D9,-61D3,-6022
-1DF1C,-1DBB5,-1DD9C
-63D3,-633F,-617C
-1DC8D,-1DD81,-1DC47
-616F,-6422,-62BA
-1DC41,-1DCCB,-1DCB9
-60D8,-5FD8,-62FC
-1DC3F,-1DB07,-1DBD4
-6226,-6059,-60FF
-1DA50,-1DA28,-1D9F1
-603E,-6096,-6091
-1DC0F,-1DA84,-1DB59
-5E1D,-60D4,-6164
-1D9A5,-1DB1F,-1DA15
-6149,-601D,-61CD
-1D9AD,-1DC00,-1DBD3
-6127,-608C,-60B0
-1DAE6,-1DAC8,-1DA67
-600C,-5E97,-6012
-1DA27,-1DA0B,-1DA71
-5ECA,-5F06,-5F21
-1DA2B,-1DA94,-1D8F4
-615F,-6038,-6191
-1DAB4,-1DA9A,-1DB0B
-62D5,-636A,-625F
-1DC0E,-1DBD0,-1DC6C
-6120,-61D8,-6352
-1DCE1,-1DC14,-1DC40
-62C4,-6164,-61B4
-1DBBD,-1DE25,-1DCA0
-6193,-6207,-6157
-1DAA5,-1DBFB,-1DC72
-6254,-60E4,-620A
-1DC63,-1DA5F,-1DABA
-60C7,-6190,-60C4
-1DB37,-1DCB9,-1DAF5
-61BB,-60BA,-617C
-1DAA3,-1DD50,-1DC13
-60F9,-6022,-62A7
-1DA55,-1DB68,-1DC64
-61F6,-619C,-617B
-1DC55,-1DC36,-1D9D1
-5FFB,-6226,-62EB
-1DB2C,-1DC6A,-1DB9D
-6095,-6111,-624E
-1DB70,-1DAED,-1DCD0
-61F7,-6107,-5FD1
-1DA2C,-1DC43,-1DB11
-616B,-5EE8,-6065
-1DA6F,-1DA43,-1DB64
-614D,-601C,-60F8
-1DB8E,-1DB4A,-1DB34
-6046,-5F51,-6123
-1D9DF,-1DAD4,-1DAD8
-5FB6,-60D1,-6013
-1DAE7,-1DCD6,-1D98A
-5FAC,-5F6A,-5E85
-1D704,-1D994,-1D918
-5DDB,-5D7F,-5DCB
-1D7C8,-1D8B2,-1DA20
-5E4D,-5EC5,-5E65
-1D80D,-1DAE6,-1D998
-5DA7,-5F56,-603E
-1D920,-1DA0C,-1DB69
-5F2C,-5E62,-5E76
-1D991,-1D8F1,-1DA32
-5E3B,-5E83,-5D97
-1DA71,-1DAF6,-1D984
-6030,-5ED3,-5D6C
-1DB17,-1D824,-1D882
-5CD4,-5E37,-5D65
-1D620,-1D81E,-1D8BC
-5DB6,-5D7A,-5D22
-1DA5A,-1D94F,-1D817
-5EE8,-5DE8,-5DFB
-1D887,-1D970,-1D871
-5E9B,-5E4A,-5E9B
-1D638,-1D772,-1D770
-5D31,-5E91,-5E06
-1D88B,-1D93C,-1D987
-5CE2,-5E0A,-5CD5
-1D740,-1D8CD,-1D748
-5D43,-5D8E,-5D90
-1D9BF,-1D88F,-1D8B4
-5E8F,-5DB0,-5D8C
-1D887,-1D7CA,-1D9FC
-5ECB,-5C1E,-5D2A
-1D606,-1D838,-1D6B7
-5FC8,-5EB3,-5E7F
-1DA22,-1D939,-1DA93
-5DF9,-5D52,-5E54
-1D8D4,-1DA0A,-1D995
-5F93,-6084,-6083
-1DA5F,-1D933,-1DADE
-60C0,-5FF3,-5F05
-1DA2B,-1DCE1,-1D843
-5E8B,-60FE,-5FAD
-1D935,-1D9A5,-1D977
-6014,-5F40,-5F71
-1DBB1,-1D948,-1D8EC
-5E85,-611C,-5E46
-1D857,-1D826,-1DA38
-5F5C,-5EDF,-5EAE
-1D991,-1D8FC,-1DA99
-5CDE,-5D54,-5ED3
-1D87B,-1D9F8,-1DBA3
-5F24,-602D,-6056
-1D910,-1DBAA,-1D94C
-5EE5,-5E52,-5D4B
-1D7A8,-1D6D9,-1D882
-5FF1,-5F9D,-5F7C
-1D7F2,-1D938,-1D87A
-5E9C,-5C64,-61E5
-1DAA0,-1D8FD,-1D8C1
-606F,-6100,-5F94
-1D9B3,-1D80F,-1DA42
-5DD6,-5FD0,-614C
-1DA33,-1DA02,-1DA99
-5F18,-5F53,-5F55
-1D929,-1D8D9,-1DA59
-6F85,-6D3C,-6C3E
-1DB87,-1DA2F,-1DA15
-608A,-5FCF,-5FFE
-1D97A,-1D947,-1DB4B
-5D8D,-5F24,-5FA2
-1DA17,-1D9C5,-1DA83
-5F42,-5F51,-6191
-1D9E1,-1D786,-1DAE0
-5FB1,-5EFF,-5E89
-1D896,-1D8AF,-1D994
-5D6C,-5DD7,-5FDD
-1D92B,-1DA30,-1D8A1
-5E9A,-6006,-5F21
-1D9C3,-1D94A,-1DA83
-5E34,-5EFE,-5DE2
-1D606,-1D7FB,-1D803
-5CA6,-5E38,-5F24
-1D8E2,-1D884,-1D8D0
-5E6C,-5D4A,-5D60
-1D9A1,-1D9A7,-1D914
-5E6D,-5C6E,-5DF4
-1D94D,-1D8E8,-1D96C
-5EEE,-5E26,-6005
-1D955,-1D8D5,-1D812
-5C8D,-5D40,-5E80
-1D8E2,-1D832,-1D7FB
-5CEF,-5ED8,-5E2D
-1DA4B,-1D8AF,-1D774
-5C7F,-5DE4,-6003
-1D7FE,-1D851,-1D932
-5F5E,-5E32,-5CEE
-1D808,-1D8C1,-1D6DD
-5F5A,-5EE6,-5E26
-1DAED,-1D86D,-1DA6C
-5FE7,-5F24,-6045
-1D9D2,-1DA43,-1D98D
-60DF,-5D2E,-5CDC
-1DBCF,-1D952,-1DC03
-5F47,-6141,-600E
-1DA53,-1DA20,-1D91F
-5F5F,-5EC7,-5DB0
-1D766,-1D68E,-1D9C2
-5E79,-5E3F,-5FC2
-1D917,-1DA3B,-1DA33
-5F4D,-5E4B,-5F24
-1D8ED,-1D985,-1DB22
-5F4B,-5E33,-5F35
-1DABD,-1D9E9,-1D817
-5D38,-5EBD,-5D07
-1DB05,-1D947,-1DB15
-6020,-6027,-5F91
-1D90D,-1DA58,-1DB8E
-5FBD,-5F70,-5FAD
-1DA44,-1D977,-1D9D3
-5E7E,-5F7C,-6092
-1DA29,-1D9C2,-1DA7A
-5FBA,-5FCA,-5F7A
-1DA67,-1DA98,-1D9CF
-5F18,-5EA7,-5F96
-1D720,-1D78F,-1DA00
-5C71,-5C3A,-5E7C
-1D7C9,-1D8DF,-1D60C
-5DAE,-5FA7,-5DE2
-1D7BE,-1D744,-1D79B
-5D73,-5D4B,-5C04
-1D446,-1D766,-1D828
-5C6A,-5BED,-5C59
-1D79C,-1D77B,-1D701
-5EBE,-5C40,-5D0C
-1D716,-1D6BC,-1D70B
-5F25,-5CB9,-5E1A
-1D638,-1D6C3,-1D860
-5D02,-5C02,-5C39
-1D88C,-1D7AF,-1D729
-5AE8,-5CF9,-5CD6
-1D887,-1D849,-1D812
-5DBD,-5CE9,-5CA8
-1D81E,-1D8F1,-1D950
-5E5B,-5C53,-5CB3
-1D762,-1D719,-1DA07
-5A83,-5DA2,-5C7B
-1D6AF,-1D630,-1D3F5
-5D11,-5E3C,-5D4F
-1D589,-1D73D,-1D5FB
-5C94,-5BE6,-5CDD
-1D566,-1D6CD,-1D594
-5B87,-5ADE,-5C0A
-1D642,-1D611,-1D661
-5B82,-5A26,-5BAA
-1D43D,-1D60A,-1D698
-5B5F,-5C87,-5B1A
-1D5F3,-1D714,-1D678
-5CA5,-5A87,-5A16
-1D52B,-1D453,-1D487
-5CC0,-5DE7,-5999
-1D438,-1D36D,-1D4E0
-5A6D,-5DD4,-5BF6
-1D5B7,-1D642,-1D6B1
-5CA8,-5C10,-5ABB
-1D7F9,-1D6C6,-1D712
-5B01,-5861,-5BE3
-1D56F,-1D596,-1D588
-5AD0,-5A5E,-5BDE
-1D8C1,-1D8E9,-1D5BF
-5C32,-5B03,-5D64
-1D6D0,-1D8BC,-1D7D6
-5DD4,-5B5B,-5F2E
-1D6D1,-1D624,-1D767
-5B70,-5E74,-5DA9
-1D8BA,-1D67E,-1D6BF
-5C33,-5C8B,-5A88
-1D6B5,-1D596,-1D72D
-5BCD,-5B32,-5B9B
-1D6CE,-1D6F2,-1D7DC
-5EDF,-5D67,-5B56
-1D5F0,-1D5B7,-1D5E1
-5BA3,-5AB6,-5AA4
-1D4D9,-1D799,-1D586
-5BD9,-5D72,-5B45
-1D418,-1D49B,-1D6CE
-5AB6,-5BE8,-5A47
-1D579,-1D3ED,-1D4D2
-5C4E,-5C4B,-5A02
-1D6FC,-1D53D,-1D52F
-5C04,-5CA2,-5B6D
-1D54D,-1D4D7,-1D59E
-5A87,-59AB,-59CA
-1D600,-1D2DF,-1D60F
-6590,-660E,-6494
-1D014,-1D053,-1D0CA
-5581,-556A,-5667
-1D1E7,-1D14E,-1D435
-5707,-55FA,-56F1
-1D0F0,-1D02C,-1D0F4
-5498,-5633,-576B
-1D194,-1D0F0,-1D14D
-56C5,-5584,-5720
-1D0F4,-1CEFC,-1D15D
-5522,-553E,-57A3
-1D0F4,-1D0AD,-1D219
-56E6,-57A6,-585A
-1D1AB,-1D4A2,-1D24A
-584B,-55E8,-5612
-1D09E,-1D079,-1D1CA
-57DF,-57EC,-5483
-1D180,-1D305,-1D2D2
-597A,-59C2,-589B
-1D21D,-1D2EF,-1D1CB
-581E,-59F4,-584E
-1D223,-1D33C,-1D20A
-56BB,-56D8,-5637
-1D20C,-1D274,-1CFB0
-5713,-5792,-5716
-1D299,-1D0F8,-1D299
-58AC,-56EC,-55E0
-1D277,-1D335,-1D137
-5847,-5677,-57AF
-1D20E,-1D00A,-1D1D4
-5673,-55F4,-555C
-1D2A0,-1D2BE,-1CE3B
-575E,-5816,-5795
-1D152,-1D21C,-1D1A0
-577D,-56EF,-57EF
-1D244,-1D187,-1CFA5
-57A8,-57FC,-595E
-1D12F,-1CFBF,-1D1C6
-591D,-5834,-579E
-1D152,-1D04E,-1D1B5
-574C,-57EB,-57AA
-1D218,-1D259,-1CFF0
-561D,-56A5,-5739
-1D26D,-1D0D9,-1D20B
-5632,-54E5,-543F
-1CF1E,-1D05B,-1CF39
-5766,-5618,-5700
-1D09B,-1D179,-1D0F1
-55BC,-57D4,-569D
-1D0FA,-1D245,-1D1A7
-56F4,-5999,-5858
-1D2C1,-1D2AF,-1D1C5
-5798,-58CA,-576C
-1D14B,-1D2E3,-1D095
-564A,-57D0,-5830
-1D1FA,-1D249,-1D2D7
-5491,-5538,-5757
-1D0E5,-1CFCA,-1D2B4
-571D,-5721,-568C
-1CEF7,-1CFDD,-1CFA2
-5774,-584C,-55B7
-1CF1D,-1D05D,-1D06B
-55EC,-5464,-554D
-1CEAD,-1D047,-1CFE7
-5537,-552E,-53DB
-1D02A,-1D252,-1CE69
-55CF,-5578,-559E
-1CDE1,-1CF3A,-1D017
-54EB,-539B,-544E
-1CD23,-1CD2E,-1CF8C
-5359,-53B4,-53D1
-1CDAA,-1CEFC,-1CD6C
-524C,-5321,-5532
-1CF04,-1CC9F,-1CDBF
-54A7,-543B,-5475
-1CE55,-1CF0E,-1CFC7
-5647,-532A,-53F4
-1CE44,-1CF98,-1CF32
-5421,-53BE,-5403
-1CF00,-1CEC7,-1CE9C
-5378,-525A,-5401
-1CEDB,-1CF90,-1D025
-5415,-5476,-53EA
-1CE1F,-1CC9C,-1CC97
-5329,-521B,-54D2
-1CD88,-1CEE5,-1CE6C
-53A3,-51B9,-52DE
-1CE0D,-1CE1B,-1CDC0
-5291,-5218,-5192
-1CE0D,-1CD88,-1CF1C
-533A,-5453,-54F0
-1CCD9,-1CE0A,-1CEA0
-5603,-5518,-5415
-1CE37,-1CCD9,-1CCB7
-54B9,-5390,-52AC
-1CCF3,-1CE7D,-1CF65
-550E,-5435,-5796
-1D094,-1D027,-1D1D6
-571F,-5533,-53F7
-1D331,-1D17A,-1CEE6
-5626,-5477,-5475
-1D066,-1CFE8,-1CFCA
-5592,-53AE,-551B
-1CFAC,-1CDFF,-1CCE5
-5457,-549F,-5667
-1CEBC,-1CE70,-1CFAA
-56BF,-557B,-5454
-1CE5A,-1CEDA,-1D0F2
-54B3,-545E,-54C5
-1CFA8,-1D08F,-1CF4E
-5526,-55F0,-533B
-1CF94,-1CE85,-1CDCB
-543D,-5226,-53DB
-1D0A4,-1CE3E,-1CE44
-54B6,-5655,-5621
-1CED4,-1D080,-1CFAC
-54CF,-567A,-5449
-1D04F,-1CF43,-1D009
-5420,-54D6,-5342
-1CD89,-1CEE6,-1CF60
-5581,-530D,-54E1
-1CE55,-1CD7E,-1CD4C
-53B7,-5333,-535D
-1CDBC,-1CF79,-1CD8E
-545C,-537C,-532E
-1CC84,-1CD86,-1D00D
-559B,-556C,-5623
-1D000,-1CE8E,-1D059
-4D8C,-4FCB,-4FAD
-1CA3C,-1CB78,-1CA39
-505C,-4F03,-4F35
-1C9C7,-1C997,-1C866
-4F14,-4E89,-4EF7
-1C8F7,-1C923,-1C9C0
-4EBB,-4E8A,-4E88
-1C965,-1C96C,-1C786
-4E97,-4F9D,-5107
-1C9CF,-1C996,-1CBD3
-5037,-504A,-4F58
-1C854,-1C920,-1C866
-4E33,-50AF,-4FA0
-1C972,-1C861,-1C74E
-4E17,-4D06,-4E01
-1C77A,-1C885,-1C911
-4BD8,-4E29,-4D1D
-1C997,-1CB03,-1C9D6
-4EC7,-4ECF,-5057
-1C9DE,-1CB8D,-1C907
-5136,-5108,-4FCE
-1C7BA,-1C8AC,-1C957
-4F54,-4D97,-4E5C
-1C7F5,-1C828,-1C9E1
-4E2C,-4DB2,-4E72
-1C87B,-1C739,-1CA71
-4FC8,-4F1A,-4D9B
-1C9D5,-1C9DD,-1C911
-4EF3,-4ECB,-4D46
-1CA08,-1C8BD,-1CA10
-503E,-4F07,-4E35
-1C8FB,-1C7E1,-1C8D5
-5181,-51BF,-5052
-1C9F6,-1CA32,-1C8E1
-5185,-4E49,-4FE0
-1C977,-1CB8E,-1CB64
-4F61,-5119,-4F8F
-1CACF,-1CB8F,-1CADC
-4D88,-5238,-4E7D
-1C9C7,-1C883,-1CA04
-4F05,-4E26,-5021
-1C904,-1C757,-1C875
-511D,-5042,-4E69
-1CA88,-1C7FF,-1C9FD
-4E57,-5041,-4E98
-1C7FA,-1CA23,-1CB78
-4E96,-4F61,-4FFE
-1C97C,-1CA11,-1CAB2
-4F8D,-4FFA,-4E20
-1CA29,-1CAC5,-1CAF7
-4FF0,-4F97,-50E6
-1C82E,-1C885,-1CA96
-4E43,-4F47,-4F3C
-1C8B8,-1C81C,-1C913
-501A,-4F0A,-503F
-1C99C,-1C9D6,-1C7C4
-4E6D,-4F4A,-4E3C
-1C808,-1C895,-1CA51
-4F80,-4F94,-5137
-1C94A,-1C953,-1C8B9
-4F52,-4ECE,-4E6E
-1C8DC,-1C7B2,-1CA13
-4EDE,-4DF9,-5122
-1C934,-1C8C6,-1C7F5
-4BE2,-4D21,-4B18
-1C5A8,-1C76D,-1C82F
-4DD0,-4D90,-4DA1
-1C5C6,-1C6C9,-1C670
-4E88,-4C43,-4A6A
-1C5CC,-1C65E,-1C617
-4C2D,-4CFE,-4A82
-1C533,-1C5B1,-1C63A
-4BDE,-4C11,-4C57
-1C746,-1C687,-1C48B
-4BB3,-4AC1,-4A15
-1C550,-1C659,-1C5F3
-4AAC,-4BA7,-4D37
-1C600,-1C6FD,-1C6C0
-4C78,-4C36,-4CEB
-1C73F,-1C5E1,-1C627
-4B0F,-4BD4,-4B36
-1C5A2,-1C43F,-1C727
-4BC2,-4A85,-4B9E
-1C533,-1C418,-1C6BB
-4BE1,-4BAC,-4B29
-1C550,-1C517,-1C5B6
-4BF1,-4D4D,-4C37
-1C671,-1C6AD,-1C784
-4C49,-4D7E,-4A34
-1C73C,-1C741,-1C5FC
-4C6E,-4B9A,-4E18
-1C679,-1C541,-1C48A
-4B12,-4B53,-4ABE
-1C421,-1C61A,-1C5E1
-49A2,-4B17,-49C7
-1C42F,-1C5AC,-1C2FB
-4935,-4AED,-4B3E
-1C573,-1C495,-1C65A
-4B5E,-4B95,-48EF
-1C5A2,-1C5E1,-1C839
-4BD3,-4AD2,-4D9A
-1C786,-1C5A7,-1C6AD
-4B72,-4B52,-4CD0
-1C608,-1C664,-1C71D
-4B5D,-4B7E,-4B51
-1C639,-1C5CB,-1C644
-4AFD,-4E21,-4C10
-1C4F9,-1C720,-1C662
-4A9C,-4B13,-4A93
-1C4FD,-1C34D,-1C4C6
-4A4B,-4BA4,-4BB3
-1C5B3,-1C59E,-1C39E
-4A60,-49CB,-481C
-1C620,-1C67D,-1C519
-494B,-4B0F,-4AC7
-1C56E,-1C565,-1C467
-4C29,-4BB4,-4DB9
-1C525,-1C450,-1C2E7
-4A31,-4BBB,-49DB
-1C55E,-1C4D3,-1C55D
-4ABD,-49D9,-48B8
-1C53F,-1C472,-1C515
-4A57,-4BE5,-4A69
-1C6BD,-1C5F8,-1C66F
-4A69,-4B24,-4A9C
-1C5C3,-1C567,-1C430
-4AA6,-496F,-4A32
-1C48D,-1C387,-1C4F3
-5403,-5468,-5342
-1C129,-1C06E,-1C218
-45A2,-4817,-45E4
-1C092,-1C1E3,-1C1BB
-4669,-4587,-46CD
-1BF3F,-1C095,-1C097
-476B,-4725,-45B8
-1BFE4,-1BF3C,-1BE95
-44A4,-431B,-45BC
-1BFEE,-1BF61,-1C14A
-460A,-45D6,-442E
-1BFC2,-1C162,-1C07B
-458A,-45DA,-4525
-1C09B,-1C089,-1C005
-44C0,-4562,-460A
-1C0D4,-1C26F,-1BEAA
-43CB,-4546,-45A7
-1C15B,-1C190,-1C01C
-4848,-4623,-48AC
-1C12A,-1C214,-1C1E5
-46B4,-4700,-46EC
-1C0BF,-1C040,-1C0C9
-477E,-47FF,-4608
-1BFCE,-1BF6F,-1C1BF
-484F,-4769,-43F6
-1C0FD,-1C0A6,-1C034
-45B9,-4520,-4574
-1BFA3,-1BFF8,-1C01B
-4624,-46FA,-45A5
-1BF38,-1C18D,-1BFD4
-467B,-45ED,-459D
-1C1BA,-1C15F,-1C039
-4858,-47FD,-484D
-1C196,-1C231,-1C0D2
-4879,-4758,-47EB
-1C284,-1C255,-1C2ED
-477F,-47CB,-4842
-1C181,-1C05A,-1C1C3
-47FF,-47C2,-49DA
-1C127,-1C22E,-1C0DC
-47B5,-4500,-44BD
-1C1BE,-1C0AE,-1C109
-47B8,-4770,-4739
-1C247,-1C015,-1C0B8
-475A,-460A,-4772
-1BFCD,-1C192,-1C24F
-463E,-4653,-4671
-1C1ED,-1C264,-1C1D7
-44AD,-46D6,-446D
-1BF5D,-1C124,-1BF67
-44B8,-453C,-4571
-1C099,-1BFE8,-1BFEB
-45FE,-4424,-462B
-1C0DA,-1C046,-1BE8F
-4561,-446D,-45A7
-1BF42,-1BF47,-1BEA3
-4305,-439D,-455E
-1BEE5,-1BEE9,-1BCCC
-44D9,-4453,-479A
-1BFB0,-1BEC5,-1BF45
-43D9,-4416,-46A0
-1BF90,-1C04A,-1C00C
-443B,-4398,-44A3
-1BCD5,-1BDB5,-1BF66
-449B,-413E,-4205
-1BDE8,-1BD14,-1BD59
-4451,-4345,-43FB
-1BDEA,-1BC9C,-1BB62
-4255,-435B,-4077
-1BE4F,-1BCED,-1BE53
-42F9,-421D,-42AC
-1BD5E,-1BE93,-1BE4E
-43E9,-418C,-41CB
-1BD6B,-1BBCC,-1BDF5
-4099,-4168,-4089
-1BABC,-1BD97,-1BDD0
-4085,-4253,-4302
-1BD13,-1BD8C,-1BD1F
-4085,-428F,-43A0
-1BD26,-1BE15,-1BCEF
-4393,-427C,-4229
-1BDEB,-1BEC8,-1BD44
-44CB,-44E2,-437B
-1BCCB,-1BD67,-1BC69
-4134,-428F,-41F0
-1BBE7,-1BCDF,-1BDF1
-4312,-416A,-42FF
-1BD43,-1BEBE,-1BE9F
-4399,-4311,-410E
-1BD05,-1BC77,-1BDF4
-423A,-420A,-41DF
-1BCC9,-1BE4A,-1BC3E
-4231,-42CB,-4209
-1BE2A,-1BCF2,-1BC94
-4194,-4272,-4351
-1BEC8,-1BC0C,-1BE22
-4403,-4407,-41F7
-1BF21,-1C051,-1BE6B
-4462,-4334,-45AD
-1BDDB,-1BDDD,-1BF45
-43FC,-4510,-4616
-1BFE4,-1BDAD,-1BDCF
-4531,-44B2,-44AD
-1BEC8,-1BF1F,-1C07C
-4515,-43C0,-4484
-1BFE7,-1BEA9,-1C081
-46BD,-4467,-45E0
-1C23A,-1C030,-1C099
-45E7,-452A,-459B
-1BF90,-1C211,-1BF7D
-4696,-446A,-453C
-1BE8C,-1BEED,-1BEFF
-44EB,-451C,-452E
-1C000,-1BE31,-1C111
-456F,-458A,-4705
-1BE84,-1BEC1,-1BF19
-433D,-44A5,-4355
-1BE63,-1BF31,-1BE1D
-447B,-449E,-4691
